"Russell.Ticker","Russell.Company","Bloomberg.Name","BB.Unique.ID","Bloomberg.Ticker","RF.UI.ID"
"SYKE","SYKES ENTERPRISES INC","SYKES ENTERPRISES INC","EQ0018621600001000","SYKE","CdtYx"
"SYMC","SYMANTEC CORP","SYMANTEC CORP","EQ0010715200001000","SYMC","B_E5l"
"SYMM","SYMMETRICOM INC","SYMMETRICOM INC","EQ0010684300001000","SYMM","C3rU4"
"SYMS","SYMS CORP","SYMS CORP","EQ0010143000001000","SYMSQ","I2rO0q"
"SYNA","SYNAPTICS INC","SYNAPTICS INC","EQ0095380100001000","SYNA","B_HpX"
"SYNM","SYNTROLEUM CORP","SYNTROLEUM CORP","EQ0031306700001000","SYNM","I2s9u-"
"SYNO","SYNOVIS LIFE TECH INC",NA,NA,"","DLUJG"
"SYNT","SYNTEL INC","SYNTEL INC","EQ0021949100001000","SYNT","DSXze"
"SYUT","SYNUTRA INTL INC","SYNUTRA INTERNATIONAL INC","EQ0038633700001000","SYUT","CZOCy"
"SYX","SYSTEMAX INC","SYSTEMAX INC","EQ0017017500001000","SYX","CjXET"
"SYY","SYSCO CORP","SYSCO CORP","EQ0010143300001000","SYY","mYXqz"
"SZYM","SOLAZYME INC","SOLAZYME INC","EQ0000000010910149","SZYM","DIHov"
"T","AT&T INC","AT&T INC","EQ0010137600001000","T","B_Fs2"
"TAL","TAL INTERNATIONAL GROUP","TAL INTERNATIONAL GROUP INC","EQ0000000001846372","TAL","CiF6S"
"TAP","MOLSON COORS BREWING CO","MOLSON COORS BREWING CO -B","EQ0010171500003000","TAP","mmo9q"
"TASR","TASER INTL INC","TASER INTERNATIONAL INC","EQ0174781700001000","TASR","CFnN0"
"TAST","CARROLS RESTAURANT GRP","CARROLS RESTAURANT GROUP INC","EQ0000000001173776","TAST","CEgBF"
"TAXI","MEDALLION FINANCIAL COR","MEDALLION FINANCIAL CORP","EQ0017182800001000","TAXI","CipHY"
"TAYC","TAYLOR CAPITAL GROUP IN","TAYLOR CAPITAL GROUP INC","EQ0019499700001000","TAYC","GRukH"
"TBBK","BANCORP INC","BANCORP INC/THE","EQ0000000001227100","TBBK","DxB_G"
"TBI","TRUEBLUE INC","TRUEBLUE INC","EQ0013259100001000","TBI","ChvYI"
"TBL","TIMBERLAND CO",NA,NA,"","B_dWx"
"TBNK","TERRITORIAL BANCORP INC","TERRITORIAL BANCORP INC","EQ0000000008457379","TBNK","MMFk0"
"TC","THOMPSON CREEK METALS","THOMPSON CREEK METALS CO INC","EQ0000000001234192","TCM","ZwLRW"
"TCAP","TRIANGLE CAPITAL CORP","TRIANGLE CAPITAL CORP","EQ0000000002961841","TCAP","I5mOEl"
"TCB","TCF FINANCIAL CORP","TCF FINANCIAL CORP","EQ0010144100001000","TCB","B_exD"
"TCBI","TEXAS CAPITAL BANCSHARE","TEXAS CAPITAL BANCSHARES INC","EQ0081938100001000","TCBI","CExy2"
"TCBK","TRICO BANCSHARES","TRICO BANCSHARES","EQ0011713200001000","TCBK","DbS74"
"TCO","TAUBMAN CENTERS INC","TAUBMAN CENTERS INC","EQ0011588000001000","TCO","CMD0a"
"TCRD","THL CR INC","THL CREDIT INC","EQ0000000008431283","TCRD","QEQh"
"TDC","TERADATA CORP","TERADATA CORP","EQ0000000002077846","TDC","mlkyy"
"TDG","TRANSDIGM GROUP INC","TRANSDIGM GROUP INC","EQ0000000002176380","TDG","CjA5F"
"TDS","TELEPHONE & DATA SYSTEM","TELEPHONE AND DATA SYSTEMS","EQ0010721900001000","TDS","CcXr-"
"TDW","TIDEWATER INC","TIDEWATER INC","EQ0010147200001000","TDW","ChKKl"
"TDY","TELEDYNE TECHNOLOGIES","TELEDYNE TECHNOLOGIES INC","EQ0109419800001000","TDY","Ca3fg"
"TE","TECO ENERGY INC","TECO ENERGY INC","EQ0010144400001000","TE","CTU2i"
"TECD","TECH DATA CORP","TECH DATA CORP","EQ0010722400001000","TECD","I2NG8G"
"TECH","TECHNE CORP","TECHNE CORP","EQ0010722500001000","TECH","EU3ex"
"TECUA","TECUMSEH PRODS CO","TECUMSEH PRODUCTS CO-CLASS A","EQ0010177600002000","TECUA","DFtMn"
"TEG","INTEGRYS ENERGY GROUP","INTEGRYS ENERGY GROUP INC","EQ0010166700001000","TEG","GCKmw"
"TEN","TENNECO INC","TENNECO INC","EQ0020250200001000","TEN","CA83e"
"TER","TERADYNE INC","TERADYNE INC","EQ0010145400001000","TER","B_eok"
"TESO","TESCO CORP","TESCO PLC","EQ0011049700001001","TSCO","B_F4N"
"TEX","TEREX CORP","TEREX CORP","EQ0010145500001000","TEX","mnONZ"
"TFM","FRESH MARKET INC","FRESH MARKET INC/THE","EQ0000000010243722","TFM","FfcIm"
"TFSL","TFS FINL CORP","TFS FINANCIAL CORP","EQ0000000000635771","TFSL","DLzlc"
"TFX","TELEFLEX INC","TELEFLEX INC","EQ0010725200001000","TFX","CCeq8"
"TG","TREDEGAR CORP","TREDEGAR CORP","EQ0010150700001000","TG","zvPZU"
"TGH","TEXTAINER GROUP HLDGS","TEXTAINER GROUP HOLDINGS LTD","EQ0000000004573179","TGH","DDgHj"
"TGI","TRIUMPH GROUP INC","TRIUMPH GROUP INC","EQ0019448400001000","TGI","CtV14"
"TGT","TARGET CORP","TARGET CORP","EQ0010043600001000","TGT","BHxBGN"
"THC","TENET HEALTHCARE CORP","TENET HEALTHCARE CORP","EQ0010104400001000","THC","BBJsdt"
"THFF","FIRST FINANCIAL CORP","FIRST FINANCIAL BANCORP","EQ0010382600001000","FFBC","COwB6"
"THG","HANOVER INSURANCE GROUP","HANOVER INSURANCE GROUP INC/","EQ0017900900001000","THG","C19ue"
"THO","THOR INDUSTRIES INC","THOR INDUSTRIES INC","EQ0010147100001000","THO","B_KFW"
"THOR","THORATEC CORP","THORATEC CORP","EQ0012977700001000","THOR","I2PHcD"
"THQI","THQ INC","THQ INC","EQ0010736700001000","THQI","B_J_g"
"THR","THERMON GROUP HLDGS INC","THERMON GROUP HOLDINGS INC","EQ0000000016697044","THR","mGc4t"
"THRX","THERAVANCE INC","THERAVANCE INC","EQ0083480100001000","THRX","CYat1"
"THS","TREEHOUSE FOODS INC","TREEHOUSE FOODS INC","EQ0000000001767064","THS","I2k15j"
"TIBX","TIBCO SOFTWARE INC","TIBCO SOFTWARE INC","EQ0095521300001000","TIBX","CCwfK"
"TICC","TICC CAPITAL CORP","TICC CAPITAL CORP","EQ0000000000759834","TICC","EnEeZ"
"TIE","TITANIUM METALS CORP","TITANIUM METALS CORP","EQ0018740200001000","TIE","I2ffzW"
"TIF","TIFFANY & CO","TIFFANY & CO","EQ0010147300001000","TIF","eWAiZ"
"TIN","TEMPLE INLAND INC","TEMPLE-INLAND INC","EQ0010145100001000","","B_OWG"
"TINY","HARRIS & HARRIS GROUP","HARRIS & HARRIS GROUP INC","EQ0010439700001000","TINY","I2XR6A"
"TISI","TEAM INC","TEAM INC","EQ0010732000001000","TISI","MclZa"
"TITN","TITAN MACHINERY INC","TITAN MACHINERY INC","EQ0000000003861050","TITN","CiQMr"
"TIVO","TIVO INC","TIVO INC","EQ0035828000001000","TIVO","B_OaW"
"TJX","TJX COMPANIES INC","TJX COMPANIES INC","EQ0010148100001000","TJX","B_J3E"
"TK","TEEKAY CORP","TEEKAY CORP","EQ0013674700001000","TK","I2SioH"
"TKLC","TEKELEC","TEKELEC","EQ0010728700001000","","ChpbX"
"TKR","TIMKEN CO","TIMKEN CO","EQ0010147700001000","TKR","B_qZY"
"TLAB","TELLABS INC","TELLABS INC","EQ0010729100001000","TLAB","B_L2D"
"TLB","TALBOTS INC","TALBOTS INC","EQ0010989500001000","TLB","CG4rO"
"TLEO","TALEO CORP","TALEO CORP-CLASS A","EQ0000000001045442","","CLauT"
"TMH","TEAM HEALTH HOLDINGS IN","TEAM HEALTH HOLDINGS INC","EQ0000000009133363","TMH","DCiMK"
"TMK","TORCHMARK CORP","TORCHMARK CORP","EQ0010148800001000","TMK","B_Htf"
"TMO","THERMO FISHER SCIENTIFI","THERMO FISHER SCIENTIFIC INC","EQ0010146600001000","TMO","mILqI"
"TMP","TOMPKINS FINANCIAL CORP","TOMPKINS FINANCIAL CORP","EQ0010721500001000","TMP","DblRe"
"TMS","TMS INTL CORP","TMS INTERNATIONAL CORP-A","EQ0000000010284103","TMS","I3Bw4Y"
"TNAV","TELENAV INC","TELENAV INC","EQ0000000003368523","TNAV","CAOnU"
"TNB","THOMAS & BETTS CORP","THOMAS & BETTS CORP","EQ0010146800001000","","I2eQ5F"
"TNC","TENNANT CO","TENNANT CO","EQ0010717100001000","TNC","I3E9Ng"
"TNDM","NEUTRAL TANDEM INC","NEUTRAL TANDEM INC","EQ0000000003200038","IQNT","Cxw8i"
"TNK","TEEKAY TANKERS LTD","TEEKAY TANKERS LTD-CLASS A","EQ0000000005191938","TNK","JDuJC9"
"TNS","TNS INC","TNS INC","EQ0000000000818455","TNS","CYjbW"
"TOBC","TOWER BANCORP INC","TOWER BANCORP INC","EQ0018209800001000","","CXRaF"
"TOL","TOLL BROTHERS INC","TOLL BROTHERS INC","EQ0010148600001000","TOL","CACYS"
"TOWN","TOWNEBANK PORTSMOUTH VA","TOWNE BANK","EQ0038696200001000","TOWN","CfB0R"
"TOWR","TOWER INTERNATIONAL INC","TOWER INTERNATIONAL INC","EQ0000000009833588","TOWR","aSt4N"
"TPC","TUTOR PERINI CORP","TUTOR PERINI CORP","EQ0010602400001000","TPC","Gpywv"
"TPCG","TPC GROUP INC","TPC GROUP INC","EQ0000000001131410","TPCG","I2hNnT"
"TPLM","TRIANGLE PETE CORP","TRIANGLE PETROLEUM CORP","EQ0000000001605068","TPLM","MdA96"
"TPX","TEMPUR PEDIC INTL INC","TEMPUR-PEDIC INTERNATIONAL","EQ0000000000690343","TPX","COpVh"
"TQNT","TRIQUINT SEMICONDUCTOR","TRIQUINT SEMICONDUCTOR INC","EQ0012635400001000","TQNT","CF8FR"
"TR","TOOTSIE ROLL INDUSTRIES","TOOTSIE ROLL INDS","EQ0010148700001000","TR","ETK4r"
"TRAK","DEALERTRACK HOLDINGS IN","DEALERTRACK HOLDINGS INC","EQ0000000001903277","TRAK","CshGB"
"TRC","TEJON RANCH CO","TEJON RANCH CO","EQ0010738700001000","TRC","CFBC-"
"TRCR","TRANSCEND SERVICES INC","TRANSCEND SERVICES INC","EQ0010739100001000","","CB18R"
"TREX","TREX INC",NA,NA,"","L6L76"
"TRGP","TARGA RESOURCES INC","TARGA RESOURCES CORP","EQ0000000011227262","TRGP","CIZYb"
"TRGT","TARGACEPT INC","TARGACEPT INC","EQ0000000000310889","TRGT","I2WzS9"
"TRH","TRANSATLANTIC HLDGS INC","TRANSATLANTIC HOLDINGS INC","EQ0010149800001000","","CDo8N"
"TRI","THOMSON REUTERS CORP","THOMSON REUTERS CORP","EQ0000000000169809","TRI","B_XKi"
"TRK","SPEEDWAY MOTORSPORTS IN","SPEEDWAY MOTORSPORTS INC","EQ0016319100001000","TRK","Cdo0j"
"TRLG","TRUE RELIGION APPAREL","TRUE RELIGION APPAREL INC","EQ0000000000522910","TRLG","DNQ4o"
"TRMB","TRIMBLE NAVIGATION LTD","TRIMBLE NAVIGATION LTD","EQ0010740300001000","TRMB","CFuZf"
"TRMK","TRUSTMARK CORP","TRUSTMARK CORP","EQ0010740400001000","TRMK","CDnid"
"TRN","TRINITY INDUSTRIES INC","TRINITY INDUSTRIES INC","EQ0010151200001000","TRN","B_KqZ"
"TRNO","TERRENO REALTY CORP","TERRENO REALTY CORP","EQ0000000009295772","TRNO","GGKnw"
"TRNX","TORNIER N V","TORNIER NV","EQ0000000010393146","TRNX","I2Rzzv"
"TROW","PRICE T ROWE GROUP INC","T ROWE PRICE GROUP INC","EQ0010741200001000","TROW","B_Ogw"
"TRR","TRC COS INC","TRC COS INC","EQ0010150600001000","TRR","b8gCC"
"TRS","TRIMAS CORP","TRIMAS CORP","EQ0000000001040867","TRS","I2XNyK"
"TRST","TRUSTCO BANK CORP NY","TRUSTCO BANK CORP NY","EQ0010741900001000","TRST","DYaR4"
"TRV","TRAVELERS COS INC","TRAVELERS COS INC/THE","EQ0010138800001000","TRV","CAV3T"
"TRW","TRW AUTOMOTIVE HLDGS","TRW AUTOMOTIVE HOLDINGS CORP","EQ0000000000403510","TRW","CCDAW"
"TSCO","TRACTOR SUPPLY CO","TRACTOR SUPPLY COMPANY","EQ0012678800001000","TSCO","B_37I"
"TSLA","TESLA MTRS INC","TESLA MOTORS INC","EQ0000000003531703","TSLA","B_JiV"
"TSN","TYSON FOODS INC","TYSON FOODS INC-CL A","EQ0010177900002000","TSN","B_PuI"
"TSO","TESORO CORP","TESORO CORP","EQ0010145700001000","TSO","CAWFs"
"TSPT","TRANSCEPT PHARM INC","TRANSCEPT PHARMACEUTICALS IN","EQ0000000002300423","TSPT","CfdXW"
"TSRA","TESSERA TECHNOLOGIES IN","TESSERA TECHNOLOGIES INC","EQ0095471100001000","TSRA","Chh_-"
"TSRX","TRIUS THERAPEUTICS INC","TRIUS THERAPEUTICS INC","EQ0000000009285753","TSRX","DxUAC"
"TSS","TOTAL SYSTEM SERVICES","TOTAL SYSTEM SERVICES INC","EQ0010149200001000","TSS","lsDBD"
"TSYS","TELECOMMUNICATION SYSTE","TELECOMMUNICATION SYSTEMS-A","EQ0117980700001000","TSYS","DrxUu"
"TTC","TORO CO","TORO CO","EQ0010148900001000","TTC","Cf-Cm"
"TTEC","TELETECH HOLDINGS INC","TELETECH HOLDINGS INC","EQ0017185800001000","TTEC","CsIJc"
"TTEK","TETRA TECH INC","TETRA TECH INC","EQ0010777700001000","TTEK","CgSTr"
"TTGT","TECHTARGET INC","TECHTARGET","EQ0142528800001000","TTGT","I2QwR1"
"TTI","TETRA TECHNOLOGIES INC","TETRA TECHNOLOGIES INC","EQ0010744500001000","TTI","2LuSa"
"TTMI","TTM TECHNOLOGIES INC","TTM TECHNOLOGIES","EQ0118219500001000","TTMI","I3_Ao_"
"TTWO","TAKE-TWO INTERACTIVE","TAKE-TWO INTERACTIVE SOFTWRE","EQ0022517100001000","TTWO","CB700"
"TUC","MAC-GRAY CORP","MAC-GRAY CORP","EQ0030211500001000","TUC","CdRa2"
"TUES","TUESDAY MORNING CORP","TUESDAY MORNING CORP","EQ0038694900001000","TUES","Ch3lp"
"TUP","TUPPERWARE BRANDS CORP","TUPPERWARE BRANDS CORP","EQ0018645000001000","TUP","B_chD"
"TVL","LIN TV CORP","LIN TV CORP-CL A","EQ0000000000118858","TVL","B_0ur"
"TW","TOWERS WATSON & COMPANY","TOWERS WATSON & CO-CL A","EQ0117648100001000","TW","Cv3Sz"
"TWC","TIME WARNER CABLE INC","TIME WARNER CABLE","EQ0000000003130142","TWC","ly_1j"
"TWER","TOWERSTREAM CORP","TOWERSTREAM CORP","EQ0000000002796346","TWER","I2f5v3"
"TWGP","TOWER GROUP INC","TOWER GROUP INC","EQ0000000001109170","TWGP","CBmyM"
"TWI","TITAN INTERNATIONAL INC","TITAN INTERNATIONAL INC","EQ0011907800001000","TWI","bKbRh"
"TWIN","TWIN DISC INC","TWIN DISC INC","EQ0010151900001000","TWIN","liJT9"
"TWO","TWO HBRS INVT CORP","TWO HARBORS INVESTMENT CORP","EQ0000000008507399","TWO","0_Se"
"TWTC","TW TELECOM INC","TW TELECOM INC","EQ0034075400001000","TWTC","B4YphQ"
"TWX","TIME WARNER INC","TIME WARNER INC","EQ0010204800001000","TWX","B_HgC"
"TXI","TEXAS INDUSTRIES INC","TEXAS INDUSTRIES INC","EQ0010145900001000","TXI","I2SKiB"
"TXN","TEXAS INSTRUMENTS INC","TEXAS INSTRUMENTS INC","EQ0010146000001000","TXN","B_I02"
"TXRH","TEXAS ROADHOUSE INC","TEXAS ROADHOUSE INC","EQ0000000001107468","TXRH","CSTb_"
"TXT","TEXTRON INC","TEXTRON INC","EQ0010146400001000","TXT","CF0h9"
"TYC","TYCO INTERNATIONAL LTD","TYCO INTERNATIONAL LTD","EQ0010152000001000","TYC","CHcXS"
"TYL","TYLER TECHNOLOGIES INC","TYLER TECHNOLOGIES INC","EQ0010152200001000","TYL","CpGpE"
"TYPE","MONOTYPE IMAGING HLDG","MONOTYPE IMAGING HOLDINGS IN","EQ0000000003218240","TYPE","Chvs-"
"TZOO","TRAVELZOO INC","TRAVELZOO INC","EQ0000000000277365","TZOO","DY_P2"
"UA","UNDER ARMOUR INC","UNDER ARMOUR INC-CLASS A","EQ0000000001953640","UA","B_Wvq"
"UACL","UNIVERSAL TRUCKLOAD SVC","UNIVERSAL TRUCKLOAD SERVICES","EQ0000000001460665","UACL","DOc_o"
"UAL","UNITED CONTINENTAL HLDG","UNITED CONTINENTAL HOLDINGS","EQ0000000002256135","UAL","MDNyi"
"UAM","UNIVERSAL AMERICAN CORP","UNIVERSAL AMERICAN CORP","EQ0010750600001000","UAM","B_KX7"
"UBA","URSTADT BIDDLE PPTYS IN","URSTADT BIDDLE PROPERTIES","EQ0010076200001000","UBP","w5S9v"
"UBNK","UNITED FINANCIAL BANCOR","UNITED FINANCIAL BANKING COS","EQ0010749400001000","UFBC","ChEMa"
"UBSH","UNION FIRST MARKET BKSH","UNION FIRST MARKET BANKSHARE","EQ0012338300001000","UBSH","F9yB0"
"UBSI","UNITED BANKSHARES INC","UNITED BANKSHARES INC","EQ0010748400001000","UBSI","DuOml"
"UCBID","UNITED COMMUNITY BANKS","UNITED COMMUNITY BANKS/GA","EQ0081028200001000","UCBI","CAw-e"
"UCTT","ULTRA CLEAN HOLDINGS IN","ULTRA CLEAN HOLDINGS","EQ0000000000917804","UCTT","B_Zhf"
"UDR","UDR INC","UDR INC","EQ0010154700001000","UDR","B_NOz"
"UDRL","UNION DRILLING INC","UNION DRILLING INC","EQ0082053700001000","UDRL","I3MOpn"
"UEC","URANIUM ENERGY CORP","URANIUM ENERGY CORP","EQ0000000002181174","UEC","CCodp"
"UEIC","UNIVERSAL ELECTRONICS","UNIVERSAL ELECTRONICS INC","EQ0010655700001000","UEIC","C6ZUh"
"UFCS","UNITED FIRE & CAS CO","UNITED FIRE & CASUALTY CO","EQ0010749700001000","UFCS","eB3Z_"
"UFI","UNIFI INC","UNIFI INC","EQ0010153100001000","UFI","I2Rwhc"
"UFPI","UNIVERSAL FOREST PRODS","UNIVERSAL FOREST PRODUCTS","EQ0012619500001000","UFPI","Cc2F-"
"UFS","DOMTAR CORPORATION","DOMTAR CORP","EQ0010046700001001","UFS","B_Wqy"
"UGI","UGI CORP","UGI CORP","EQ0010152500001000","UGI","B_Y1i"
"UHAL","AMERCO","AMERCO","EQ0013695400001000","UHAL","DGIsp"
"UHS","UNIVERSAL HEALTH SVCS","UNIVERSAL HEALTH SERVICES-B","EQ0010156000003000","UHS","CrrHe"
"UHT","UNIVERSAL HEALTH REALTY","UNIVERSAL HEALTH RLTY INCOME","EQ0010156100001000","UHT","DFD0J"
"UIL","UIL HOLDINGS CORP","UIL HOLDINGS CORP","EQ0140923300001000","UIL","Chc4F"
"UIS","UNISYS CORP","UNISYS CORP","EQ0010154300001000","UIS","mE2Kw"
"ULTA","ULTA SALON COSMETICS","ULTA SALON COSMETICS & FRAGR","EQ0000000003725229","ULTA","FoLqQ"
"ULTI","ULTIMATE SOFTWARE GROUP","ULTIMATE SOFTWARE GROUP INC","EQ0031367700001000","ULTI","Cf1ZI"
"ULTR","ULTRAPETROL BAHAMAS LTD","ULTRAPETROL (BAHAMAS) LTD","EQ0031959600001000","ULTR","FE761"
"UMBF","UMB FINANCIAL CORP","UMB FINANCIAL CORP","EQ0010752600001000","UMBF","CBFUT"
"UMH","UMH PROPERTIES INC","UMH PROPERTIES INC","EQ0010752300001000","UMH","CCVcP"
"UMPQ","UMPQUA HOLDINGS CORP","UMPQUA HOLDINGS CORP","EQ0022510200001000","UMPQ","CZTkr"
"UNF","UNIFIRST CORP MASS","UNIFIRST CORP/MA","EQ0010153200001000","UNF","GOo6_"
"UNFI","UNITED NATURAL FOODS IN","UNITED NATURAL FOODS INC","EQ0019453400001000","UNFI","CVPH6"
"UNH","UNITEDHEALTH GROUP INC","UNITEDHEALTH GROUP INC","EQ0010154800001000","UNH","B_wEe"
"UNIS","UNILIFE CORP NEW","UNILIFE CORP","EQ0000000000063859","UNIS","I2ptuM"
"UNM","UNUM GROUP","UNUM GROUP","EQ0010156700001000","UNM","CDGaY"
"UNP","UNION PACIFIC CORP","UNION PACIFIC CORP","EQ0010153900001000","UNP","CAL4v"
"UNS","UNISOURCE ENERGY CORP","UNS ENERGY CORP","EQ0140913700001000","UNS","CA0bX"
"UNT","UNIT CORP","UNIT CORP","EQ0010154400001000","UNT","Cht0H"
"UNTD","UNITED ONLINE INC","UNITED ONLINE INC","EQ0039658500001000","UNTD","DUWim"
"UNTK","UNITEK GLOBAL SVCS INC","UNITEK GLOBAL SERVICES INC","EQ0017926200001000","UNTK","J1yi2"
"UPI","UROPLASTY INC","UROPLASTY INC","EQ0022597100001000","UPI","I34TJv"
"UPL","ULTRA PETROLEUM CORP","ULTRA PETROLEUM CORP","EQ0011076700001001","UPL","C7cNZ"
"UPS","UNITED PARCEL SERVICE","UNITED PARCEL SERVICE-CL B","EQ0014302700001000","UPS","CAGMp"
"URBN","URBAN OUTFITTERS INC","URBAN OUTFITTERS INC","EQ0012630300001000","URBN","CAaVQ"
"URG","UR ENERGY INC","UR-ENERGY INC","EQ0000000002240246","URG","FhU-q"
"URI","UNITED RENTALS INC","UNITED RENTALS INC","EQ0030288700001000","URI","B_OO4"
"URRE","URANIUM RES INC","URANIUM RESOURCES INC","EQ0010756400001000","URRE","DkESL"
"URS","URS CORP","URS CORP","EQ0010157000001000","URS","COoUS"
"URZ","URANERZ ENERGY CORP","URANERZ ENERGY CORP","EQ0000000001101813","URZ","I3HbTs"
"USAP","UNIVERSAL STAINLESS & A","UNIVERSAL STAINLESS & ALLOY","EQ0015498400001000","USAP","D1-Bt"
"USB","US BANCORP","US BANCORP","EQ0010707100001000","USB","B_Hln"
"USEG","U S ENERGY CORP","U S ENERGY CORP - WYOMING","EQ0010757400001000","USEG","EARYm"
"USG","U S G CORP","USG CORP","EQ0010157700001000","USG","B_4hu"
"USLM","UNITED STATES LIME & MI","UNITED STATES LIME & MINERAL","EQ0010681300001000","USLM","1g0uL"
"USM","UNITED STATES CELLULAR","US CELLULAR CORP","EQ0010758200001000","USM","CNrFk"
"USMO","USA MOBILITY INC","USA MOBILITY INC","EQ0000000000189095","USMO","I2ZKOX"
"USNA","USANA HEALTH SCIENCES","USANA HEALTH SCIENCES INC","EQ0017923200001000","USNA","CnWqg"
"USPH","U S PHYSICAL THERAPY IN","U.S. PHYSICAL THERAPY INC","EQ0010758600001000","USPH","Cjc1E"
"USTR","UNITED STATIONERS INC","UNITED STATIONERS INC","EQ0010178000001000","USTR","B_Ni3"
"USU","USEC INC","USEC INC","EQ0034845300001000","USU","Cc_ED"
"UTEK","ULTRATECH INC","ULTRATECH CEMENT LTD","EQ0011967700001000","UTCEM","CcLYF"
"UTHR","UNITED THERAPEUTICS","UNITED THERAPEUTICS CORP","EQ0095709100001000","UTHR","CA55S"
"UTI","UNIVERSAL TECHNICAL INS","UNIVERSAL TECHNICAL INSTITUT","EQ0000000000772186","UTI","COZye"
"UTIW","UTI WORLDWIDE INC","UTI WORLDWIDE INC","EQ0030704700001001","UTIW","CCxf8"
"UTL","UNITIL CORP","UNITIL CORP","EQ0010760300001000","UTL","DZKVG"
"UTR","UNITRIN INC","KEMPER CORP","EQ0010753900001000","KMPR","CiOEV"
"UTX","UNITED TECHNOLOGIES","UNITED TECHNOLOGIES CORP","EQ0010155500001000","UTX","B_Hla"
"UVE","UNIVERSAL INSURANCE","UNIVERSAL INSURANCE HOLDINGS","EQ0011687600001000","UVE","DOYSH"
"UVSP","UNIVEST CORP OF PENN","UNIVEST CORP OF PENNSYLVANIA","EQ0017943400001000","UVSP","TKLqc"
"UVV","UNIVERSAL CORP","UNIVERSAL CORP/VA","EQ0010156400001000","UVV","mYltl"
"UXG","US GOLD CORP","MCEWEN MINING INC","EQ0010757700001000","MUX","BdIhTT"
"V","VISA INC","VISA INC-CLASS A SHARES","EQ0000000005089229","V","CAMNz"
"VAL","VALSPAR CORP","VALSPAR CORP","EQ0010762100001000","VAL","CTQBx"
"VALU","VALUE LINE INC","VALUE LINE INC","EQ0010762700001000","VALU","I4ZKnO"
"VAR","VARIAN MEDICAL SYSTEMS","VARIAN MEDICAL SYSTEMS INC","EQ0010159300001000","VAR","_N7Od"
"VASC","VASCULAR SOLUTIONS INC","VASCULAR SOLUTIONS INC","EQ0095816100001000","VASC","CrsWJ"
"VC","VISTEON CORP","VISTEON CORP","EQ0000000011350553","VC","B_S6m"
"VCBI","VIRGINIA COMM BANCORP","VIRGINIA COMMERCE BANCORP","EQ0014319400001000","VCBI","C0aZF"
"VCI","VALASSIS COMMUNICATIONS","VALASSIS COMMUNICATIONS INC","EQ0010158400001000","VCI","C32GC"
"VCLK","VALUECLICK INC","VALUECLICK INC","EQ0088357800001000","VCLK","CD6yG"
"VDSI","VASCO DATA SECURITY INT","VASCO DATA SECURITY INTL","EQ0031372100001000","VDSI","D5nEh"
"VECO","VEECO INSTRUMENTS INC","VEECO INSTRUMENTS INC","EQ0015915500001000","VECO","CIDYx"
"VFC","V F CORP","VF CORP","EQ0010159800001000","VFC","CGzK6"
"VG","VONAGE HLDGS CORP","VONAGE HOLDINGS CORP","EQ0000000000754370","VG","CFnOz"
"VGR","VECTOR GROUP LTD","VECTOR LTD","EQ0010023300001000","VCT","B_T6z"
"VGZ","VISTA GOLD CORP","VISTA GOLD CORP","EQ0010428800001001","VGZ","I2PFs9"
"VHC","VIRNETX HOLDING CORP","VIRNETX HOLDING CORP","EQ0038676800001000","VHC","CENz5"
"VIA.B","VIACOM INC","VIACOM INC-CLASS A","EQ0000000002135135","VIA","B7LltF"
"VIAS","VIASYSTEMS GROUP INC","VIASYSTEMS GROUP INC","EQ0000000000479631","VIAS","I2ZZf0"
"VICL","VICAL INC","VICAL INC","EQ0011702800001000","VICL","B_pdF"
"VICR","VICOR CORP","VICOR CORP","EQ0010767700001000","VICR","CdD5V"
"VITA","ORTHOVITA INC",NA,NA,"","CdLwy"
"VIVO","MERIDIAN BIOSCIENCE INC","MERIDIAN BIOSCIENCE INC","EQ0010491700001000","VIVO","CYy3O"
"VLCCF","KNIGHTSBRIDGE TANKERS","KNIGHTSBRIDGE TANKERS LTD","EQ0020253800001000","VLCCF","EuuRG"
"VLGEA","VILLAGE SUPER MARKET IN","VILLAGE SUPER MARKET-CLASS A","EQ0010770500002000","VLGEA","CqwWg"
"VLNC","VALENCE TECHNOLOGY INC","VALENCE TECHNOLOGY INC","EQ0010770700001000","VLNC","CBj8w"
"VLO","VALERO ENERGY CORP","VALERO ENERGY CORP","EQ0022590600001000","VLO","B_OW-"
"VLTR","VOLTERRA SEMICONDUCTOR","VOLTERRA SEMICONDUCTOR CORP","EQ0000000001120474","VLTR","CpOQy"
"VLY","VALLEY NATIONAL BANCORP","VALLEY NATIONAL BANCORP","EQ0010771800001000","VLY","CHtRY"
"VMC","VULCAN MATERIALS CO","VULCAN MATERIALS CO","EQ0010160900001000","VMC","B_J9j"
"VMED","VIRGIN MEDIA INC","VIRGIN MEDIA INC","EQ0000000000855470","VMED","B_Q9q"
"VMI","VALMONT INDUSTRIES INC","VALMONT INDUSTRIES","EQ0010762400001000","VMI","CL6Rs"
"VMW","VMWARE INC","VMWARE INC-CLASS A","EQ0000000000878812","VMW","B_HKt"
"VNDA","VANDA PHARMACEUTICALS","VANDA PHARMACEUTICALS INC","EQ0000000002188840","VNDA","CZUWe"
"VNO","VORNADO REALTY TRUST","VORNADO REALTY TRUST","EQ0010160800001000","VNO","CZedn"
